Consumo,TCO,TCS,TIN,TMT,TMTb,TRE,TUD,Total general
2997,1,0,0,0,0,0,0,1
2998,3,0,0,0,0,0,0,3
2999,2,0,0,0,0,0,0,2
3000,4,1,0,0,0,1,0,6
3001,3,0,1,0,0,0,0,4
3002,2,0,0,0,0,0,0,2
3003,1,0,1,0,0,1,0,3
3004,1,0,0,0,0,0,0,1
3005,1,0,0,0,0,0,0,1
3007,2,0,0,0,0,1,0,3
3009,2,0,0,0,0,0,0,2
3010,1,0,0,0,0,0,0,1
3011,2,0,0,0,0,0,0,2
3012,2,0,1,0,0,0,0,3
3013,3,2,1,0,0,0,0,6
3014,1,0,0,0,0,0,0,1
3015,3,0,0,0,0,0,0,3
3016,1,0,0,0,0,0,0,1
3019,5,1,2,0,0,0,0,8
3020,1,0,0,0,0,0,0,1
3021,0,0,1,0,0,0,0,1
3022,2,0,1,0,0,0,0,3
3023,1,0,0,0,0,0,0,1
3024,1,0,0,0,0,0,0,1
3025,3,0,0,0,0,0,0,3
3026,3,1,0,0,0,0,0,4
3027,1,0,0,0,0,1,0,2
3028,1,0,1,0,0,0,0,2
3029,3,0,0,0,0,0,0,3
3030,1,0,0,0,0,2,0,3
3031,1,0,1,0,0,0,0,2
3032,2,0,0,0,0,1,0,3
3033,2,0,0,0,0,0,0,2
3034,1,0,0,0,0,0,0,1
3035,1,0,0,0,0,0,0,1
3036,2,0,0,0,0,0,0,2
3037,3,0,0,0,0,0,0,3
3038,4,0,0,0,0,0,0,4
3039,2,0,0,0,0,0,0,2
3040,0,0,1,0,0,0,0,1
3042,1,0,0,0,0,1,0,2
3043,1,0,0,0,0,0,0,1
3044,1,0,0,0,0,0,0,1
3045,3,0,0,0,0,0,0,3
3046,1,0,1,0,0,1,0,3
3048,2,0,0,0,0,0,0,2
3049,0,0,0,0,0,1,0,1
3050,2,0,1,0,0,1,0,4
3051,3,1,0,0,0,0,0,4
3052,3,0,0,0,0,1,0,4
3053,2,0,1,0,0,1,0,4
3054,2,0,0,0,0,0,0,2
3055,1,0,0,0,0,0,0,1
3056,2,0,0,0,0,0,0,2
3057,1,0,0,0,0,0,0,1
3058,2,0,0,0,0,0,0,2
3059,3,0,1,0,0,0,0,4
3060,8,3,1,0,0,1,0,13
3061,3,0,0,0,0,1,0,4
3062,1,0,0,0,0,0,0,1
3063,4,0,0,0,0,0,0,4
3064,0,1,0,0,0,0,0,1
3066,1,0,0,0,0,1,0,2
3067,2,0,0,0,0,0,0,2
3068,2,1,0,0,0,0,0,3
3069,6,0,0,0,0,0,0,6
3070,2,0,0,0,0,0,0,2
3071,2,0,1,0,0,0,0,3
3073,1,0,0,0,0,0,0,1
3074,2,0,0,0,0,2,0,4
3075,1,0,1,0,0,0,0,2
3076,2,0,0,0,0,0,0,2
3077,0,0,0,0,0,1,0,1
3078,4,0,0,0,0,0,0,4
3079,2,0,1,0,0,0,0,3
3080,1,0,0,0,0,0,0,1
3081,1,0,0,0,0,0,0,1
3082,2,0,0,0,0,0,0,2
3083,3,0,0,0,0,0,0,3
3084,4,0,0,0,0,0,0,4
3085,3,0,0,0,0,0,0,3
3086,2,0,0,0,0,0,0,2
3087,1,0,1,0,0,1,0,3
3088,3,0,0,0,0,0,0,3
3089,1,0,0,0,0,0,0,1
3090,4,0,0,0,0,0,0,4
3091,1,1,0,0,0,2,0,4
3092,1,1,0,0,0,0,0,2
3093,2,0,0,0,0,0,0,2
3094,3,0,0,0,0,0,0,3
3095,1,0,0,0,0,1,0,2
3097,1,0,0,0,0,0,0,1
3098,1,0,0,0,0,0,0,1
3099,2,0,0,0,0,0,0,2
3100,1,0,0,0,0,1,0,2
3101,5,0,1,1,0,0,0,7
3102,1,0,0,0,0,0,0,1
3103,1,0,0,0,0,0,0,1
3104,1,0,1,0,0,0,0,2
3105,2,0,1,0,0,2,0,5
3106,1,1,0,0,0,0,0,2
3107,2,0,1,0,0,0,0,3
3108,1,0,0,0,0,0,0,1
3110,2,0,1,0,0,0,0,3
3111,1,0,0,0,0,0,0,1
3112,1,0,0,0,0,0,0,1
3113,1,0,0,0,0,0,0,1
3114,3,0,0,0,0,0,0,3
3115,2,0,0,0,0,0,0,2
3116,1,0,0,0,0,0,0,1
3117,2,0,0,0,0,0,0,2
3118,1,0,0,0,0,0,0,1
3119,3,0,0,0,0,0,0,3
3120,3,1,1,0,0,0,0,5
3121,4,0,0,0,0,0,0,4
3122,0,0,0,0,0,2,0,2
3123,2,0,0,0,0,0,0,2
3124,2,1,1,0,0,0,0,4
3125,4,0,1,0,0,0,0,5
3126,1,0,0,0,0,0,0,1
3127,4,0,0,0,0,0,0,4
3128,1,0,0,0,0,0,0,1
3129,1,0,0,0,0,0,0,1
3130,2,0,0,0,0,0,0,2
3131,1,0,1,0,0,0,0,2
3132,2,0,0,0,0,0,0,2
3133,2,0,0,0,0,1,0,3
3134,2,0,0,0,0,0,0,2
3135,1,0,0,0,0,0,0,1
3136,2,0,0,0,0,0,0,2
3137,3,0,0,0,0,1,0,4
3140,2,0,0,0,0,0,0,2
3141,2,0,0,0,0,0,0,2
3142,2,0,0,0,0,0,0,2
3143,1,0,0,0,0,0,0,1
3145,3,0,0,0,0,0,0,3
3146,4,0,0,0,0,0,0,4
3147,1,0,0,0,0,0,0,1
3148,2,0,0,0,0,0,0,2
3149,2,0,0,0,0,1,0,3
3150,6,0,0,0,0,3,0,9
3151,1,0,0,0,0,0,0,1
3152,0,1,0,0,0,0,0,1
3153,2,0,0,0,0,0,0,2
3154,2,0,0,0,0,0,0,2
3155,2,0,0,0,0,1,0,3
3156,5,1,0,0,0,0,0,6
3157,3,0,0,0,0,0,0,3
3158,2,0,0,0,0,0,0,2
3159,2,0,0,0,0,0,0,2
3160,1,1,1,0,0,0,0,3
3162,4,0,0,0,0,0,0,4
3164,1,0,0,0,0,0,0,1
3165,1,0,0,0,0,0,0,1
3166,1,0,0,0,0,1,0,2
3168,2,0,0,0,0,0,0,2
3169,1,0,0,0,0,0,0,1
3170,0,1,1,0,0,1,0,3
3171,1,0,0,0,0,0,0,1
3172,2,0,1,0,0,0,0,3
3173,2,0,0,0,0,0,0,2
3174,1,0,0,0,0,0,0,1
3175,2,0,0,0,0,0,0,2
3176,1,0,0,0,0,0,0,1
3177,2,0,0,0,0,0,0,2
3178,4,0,0,0,0,0,0,4
3179,2,0,0,0,0,1,0,3
3180,3,0,0,0,0,0,0,3
3181,1,0,0,0,0,0,0,1
3182,4,1,1,1,0,2,0,9
3183,2,0,0,0,0,1,0,3
3184,1,0,0,0,0,0,0,1
3185,3,0,0,0,0,0,0,3
3186,1,0,0,0,0,0,0,1
3187,1,0,0,0,0,0,0,1
3188,5,0,0,0,0,0,0,5
3190,3,0,0,0,0,0,0,3
3191,2,0,0,0,0,0,0,2
3192,1,0,0,0,0,0,0,1
3193,1,0,0,0,0,1,0,2
3194,1,0,0,0,0,0,0,1
3195,1,0,0,0,0,0,0,1
3196,1,0,0,0,0,1,0,2
3197,4,0,0,0,0,0,0,4
3198,1,0,1,0,0,0,0,2
3199,2,0,1,0,0,0,0,3
3200,5,0,0,0,0,0,0,5
3201,2,0,0,0,0,1,0,3
3202,0,0,0,0,0,1,0,1
3203,1,0,0,0,0,0,0,1
3204,1,0,0,0,0,0,0,1
3205,1,0,0,0,0,0,0,1
3206,2,0,0,0,0,0,0,2
3207,2,0,0,0,0,0,0,2
3208,1,0,0,0,0,0,0,1
3209,5,0,1,0,0,0,0,6
3210,5,0,0,0,0,1,0,6
3211,2,0,1,0,0,0,0,3
3212,1,0,0,0,0,0,0,1
3213,1,0,0,0,0,0,0,1
3214,3,0,0,0,0,1,0,4
3215,1,0,0,0,0,0,0,1
3216,1,0,0,0,0,0,0,1
3218,2,0,0,0,0,0,0,2
3219,1,1,0,0,0,0,0,2
3220,1,0,0,0,0,0,0,1
3221,1,0,0,0,0,0,0,1
3222,1,0,0,0,0,0,0,1
3223,2,0,0,0,0,0,0,2
3224,2,0,1,0,0,0,0,3
3225,3,0,1,0,0,0,0,4
3227,1,0,0,0,0,0,0,1
3228,2,0,0,0,0,0,0,2
3229,2,0,0,0,0,0,0,2
3230,2,0,0,0,0,0,0,2
3232,1,0,0,0,0,1,0,2
3234,2,0,1,0,0,0,0,3
3236,5,0,0,0,0,0,0,5
3237,0,0,1,0,0,0,0,1
3238,2,0,0,0,0,0,0,2
3239,2,0,1,0,0,0,0,3
3241,1,0,0,0,0,0,0,1
3242,2,0,0,0,0,0,0,2
3243,0,1,0,0,0,0,0,1
3244,2,0,0,0,0,0,0,2
3245,1,0,0,0,0,0,0,1
3246,2,0,0,0,0,0,0,2
3247,0,0,1,0,0,0,0,1
3248,1,0,0,0,0,0,0,1
3249,2,0,0,0,0,0,0,2
3250,1,0,0,0,0,0,0,1
3251,2,0,0,0,0,0,0,2
3252,0,0,0,0,0,2,0,2
3254,1,0,0,0,0,1,0,2
3256,3,0,0,0,0,1,0,4
3257,1,0,0,0,0,0,0,1
3260,4,0,0,0,0,0,0,4
3261,4,0,0,0,0,0,0,4
3262,1,0,0,0,0,1,0,2
3264,5,1,1,0,0,0,0,7
3265,1,0,1,0,0,0,0,2
3267,3,0,0,0,0,0,0,3
3268,3,0,0,0,0,0,0,3
3269,0,0,1,0,0,0,0,1
3270,0,0,0,0,0,3,0,3
3271,2,1,0,0,0,0,0,3
3272,2,0,0,0,0,0,0,2
3273,2,0,0,0,0,0,0,2
3274,3,0,0,0,0,1,0,4
3275,2,0,0,0,0,0,0,2
3277,1,0,0,0,0,1,0,2
3278,2,0,0,0,0,0,0,2
3279,4,0,0,0,0,0,0,4
3280,0,1,0,0,0,0,0,1
3281,2,0,0,0,0,0,0,2
3282,1,0,0,0,0,0,0,1
3284,1,0,1,0,0,0,0,2
3286,3,0,0,0,0,0,0,3
3288,0,0,0,0,0,1,0,1
3290,1,0,0,0,0,0,0,1
3291,2,0,0,0,0,0,0,2
3292,1,0,0,0,0,0,0,1
3293,1,0,0,0,0,0,0,1
3295,4,0,0,0,0,0,0,4
3296,2,0,0,0,0,0,0,2
3297,2,0,0,0,0,0,0,2
3298,1,0,0,0,0,0,0,1
3299,1,0,0,0,0,0,0,1
3301,2,0,0,0,0,0,0,2
3302,1,0,0,0,0,0,0,1
3303,4,0,0,0,0,0,0,4
3304,1,1,0,0,0,0,0,2
3305,3,0,1,0,0,0,0,4
3307,1,0,0,0,0,0,0,1
3308,1,0,0,0,0,0,0,1
3309,1,0,0,0,0,0,0,1
3310,4,0,0,0,0,0,0,4
3312,3,0,0,0,0,0,0,3
3313,1,0,0,0,0,0,0,1
3315,4,0,0,0,0,0,0,4
3317,2,0,0,0,0,0,0,2
3318,3,0,0,0,0,0,0,3
3319,1,0,0,0,0,0,0,1
3321,1,0,0,0,0,0,0,1
3322,2,0,0,0,0,0,0,2
3323,1,0,1,0,0,0,0,2
3324,4,0,0,0,0,0,0,4
3325,2,0,0,0,0,0,0,2
3327,2,0,0,0,0,0,0,2
3328,1,0,0,0,0,0,0,1
3329,1,0,0,0,0,0,0,1
3331,2,0,0,0,0,0,0,2
3332,3,0,0,0,0,1,0,4
3333,1,0,0,0,0,0,0,1
3335,1,0,0,0,0,0,0,1
3336,1,0,0,0,0,1,0,2
3337,2,0,0,0,0,0,0,2
3338,2,0,0,0,0,0,0,2
3339,2,0,0,0,0,0,0,2
3340,2,0,0,0,0,0,0,2
3341,1,0,0,0,0,0,0,1
3342,1,0,0,0,0,0,0,1
3343,1,0,0,0,0,0,0,1
3344,2,0,1,0,0,1,0,4
3346,4,0,0,0,0,0,0,4
3347,4,0,0,0,0,0,0,4
3348,2,0,0,0,0,0,0,2
3350,3,0,0,0,0,0,0,3
3351,2,0,0,0,0,0,0,2
3352,1,0,0,0,0,0,0,1
3353,0,1,0,0,0,0,0,1
3354,1,0,0,0,0,1,0,2
3355,3,0,0,0,0,0,0,3
3357,2,0,0,0,0,0,0,2
3359,1,0,0,0,0,0,0,1
3360,5,0,0,0,0,1,0,6
3361,2,0,1,0,0,0,0,3
3363,3,0,0,0,0,0,0,3
3364,2,0,0,0,0,0,0,2
3365,3,0,0,0,0,0,0,3
3366,4,0,1,0,0,1,0,6
3367,2,0,0,0,0,0,0,2
3368,1,0,0,0,0,1,0,2
3370,1,0,0,0,0,0,0,1
3371,1,1,0,0,0,0,0,2
3372,1,0,0,0,0,0,0,1
3373,1,0,1,0,0,0,0,2
3374,3,0,0,0,0,0,0,3
3375,1,0,0,0,0,0,0,1
3376,1,0,0,0,0,0,0,1
3377,1,0,0,0,0,0,0,1
3378,3,0,0,0,0,0,0,3
3379,1,0,0,0,0,1,0,2
3380,1,0,0,0,0,1,0,2
3381,1,0,0,0,0,0,0,1
3382,2,0,0,0,0,0,0,2
3383,1,1,0,0,0,0,0,2
3385,2,0,0,0,0,0,0,2
3386,2,0,0,0,0,0,0,2
3387,1,0,0,0,0,0,0,1
3388,0,0,0,0,0,1,0,1
3389,1,0,0,0,0,0,0,1
3390,2,0,0,0,0,0,0,2
3391,1,0,0,0,0,0,0,1
3394,1,0,0,0,0,1,0,2
3396,5,0,0,0,0,0,0,5
3397,1,0,0,0,0,0,0,1
3400,1,0,0,0,0,0,0,1
3403,1,0,0,0,0,0,0,1
3405,1,0,0,0,0,0,0,1
3407,1,0,0,0,0,0,0,1
3408,0,1,0,0,0,1,0,2
3409,1,2,0,0,0,0,0,3
3410,1,1,0,0,0,0,0,2
3411,2,0,0,0,0,0,0,2
3412,1,0,0,0,0,0,0,1
3413,4,1,0,0,0,0,0,5
3415,1,0,0,0,0,1,0,2
3416,1,0,0,0,0,0,0,1
3417,2,0,0,0,0,0,0,2
3418,1,0,0,0,0,0,0,1
3419,2,0,0,0,0,1,0,3
3420,4,0,0,0,0,0,0,4
3421,1,0,0,0,0,0,0,1
3422,2,0,0,0,0,1,0,3
3423,1,0,0,0,0,0,0,1
3424,1,0,0,0,0,0,0,1
3425,1,0,0,0,0,0,0,1
3427,7,1,2,1,0,0,0,11
3428,1,0,0,0,0,0,0,1
3429,1,0,0,0,0,0,0,1
3430,1,0,0,0,0,0,0,1
3431,2,1,0,0,0,1,0,4
3432,2,0,0,0,0,0,0,2
3433,1,0,0,0,0,0,0,1
3434,0,1,0,0,0,0,0,1
3436,1,0,0,0,0,0,0,1
3437,1,0,0,0,0,0,0,1
3438,1,0,0,0,0,0,0,1
3439,2,0,0,0,0,0,0,2
3440,3,0,0,0,0,0,0,3
3442,1,0,0,0,0,0,0,1
3444,0,1,0,0,0,0,0,1
3445,1,0,0,0,0,1,0,2
3446,4,0,0,0,0,0,0,4
3449,2,0,0,0,0,0,0,2
3450,2,0,0,0,0,0,0,2
3451,1,0,0,0,0,0,0,1
3453,2,0,0,0,0,0,0,2
3454,2,0,0,0,0,0,0,2
3455,0,0,0,0,0,1,0,1
3456,3,0,1,0,0,0,0,4
3457,3,0,0,0,0,0,0,3
3458,1,0,0,0,0,0,0,1
3459,1,0,0,0,0,0,0,1
3460,2,0,0,0,0,0,0,2
3461,1,0,0,0,0,1,0,2
3462,1,0,0,0,0,1,0,2
3463,2,0,0,0,0,0,0,2
3464,1,0,0,0,0,1,0,2
3465,2,0,0,0,0,0,0,2
3467,0,0,1,0,0,1,0,2
3468,5,0,0,0,0,0,0,5
3469,1,0,0,0,0,0,0,1
3470,3,0,0,0,0,0,0,3
3471,1,0,0,0,0,0,0,1
3472,1,0,0,0,0,0,0,1
3473,1,0,0,0,0,0,0,1
3474,2,0,0,0,0,1,0,3
3476,0,0,0,0,0,1,0,1
3477,0,0,1,0,0,0,0,1
3478,2,0,0,0,0,0,0,2
3479,1,0,0,0,0,0,0,1
3480,2,0,0,0,0,0,0,2
3481,4,0,0,0,0,0,0,4
3482,2,0,0,0,0,0,0,2
3483,2,0,0,0,0,0,0,2
3485,2,0,1,0,0,1,0,4
3486,2,0,0,0,0,0,0,2
3487,0,0,1,0,0,0,0,1
3488,3,0,1,0,0,0,0,4
3489,2,0,0,0,0,0,0,2
3491,1,0,0,0,0,0,0,1
3492,2,0,0,0,0,0,0,2
3493,1,0,0,0,0,0,0,1
3494,1,0,0,0,0,0,0,1
3495,1,0,0,0,0,0,0,1
3496,3,0,1,0,0,0,0,4
3498,1,1,0,0,0,0,0,2
3499,1,0,0,0,0,0,0,1
3500,4,1,4,2,0,0,0,11
3502,2,0,1,0,0,0,0,3
3504,1,0,1,0,0,0,0,2
3505,5,0,0,0,0,0,0,5
3506,2,0,0,0,0,0,0,2
3507,1,0,0,0,0,0,0,1
3508,0,0,1,0,0,0,0,1
3509,4,0,0,0,0,0,0,4
3510,4,0,0,0,0,0,0,4
3511,1,0,0,0,0,0,0,1
3513,1,0,0,0,0,2,0,3
3514,2,0,0,0,0,0,0,2
3516,2,0,0,0,0,0,0,2
3517,0,0,1,0,0,0,0,1
3518,1,0,0,0,0,0,0,1
3519,3,0,0,0,0,0,0,3
3520,4,0,1,0,0,0,0,5
3521,1,0,0,0,0,0,0,1
3523,3,0,0,0,0,0,0,3
3524,2,0,0,0,0,0,0,2
3526,1,0,1,0,0,0,0,2
3527,0,1,0,0,0,0,0,1
3528,1,0,0,0,0,0,0,1
3529,2,0,0,0,0,0,0,2
3531,1,0,0,0,0,0,0,1
3532,1,0,0,0,0,0,0,1
3533,2,0,0,0,0,0,0,2
3534,2,0,0,0,0,0,0,2
3535,1,0,0,0,0,0,0,1
3536,3,0,0,0,0,1,0,4
3537,0,0,1,0,0,1,0,2
3538,1,0,0,0,0,0,0,1
3539,4,0,0,0,0,0,0,4
3540,2,0,0,0,0,0,0,2
3544,0,0,2,0,0,0,0,2
3545,2,0,0,0,0,0,0,2
3546,3,1,0,0,0,0,0,4
3547,1,0,0,0,0,0,0,1
3548,1,0,0,0,0,0,0,1
3549,1,0,0,0,0,0,0,1
3550,7,0,1,0,0,0,0,8
3551,1,0,0,0,0,0,0,1
3552,1,0,0,0,0,0,0,1
3554,2,0,0,0,0,0,0,2
3557,2,0,0,0,0,0,0,2
3558,3,0,0,0,0,1,0,4
3559,1,0,0,0,0,0,0,1
3560,7,0,0,0,0,0,0,7
3561,1,0,0,0,0,0,0,1
3562,2,1,0,0,0,0,0,3
3563,1,0,0,0,0,1,0,2
3564,1,0,0,0,0,1,0,2
3565,1,0,0,0,0,0,0,1
3566,3,0,0,0,0,0,0,3
3567,2,0,0,0,0,0,0,2
3569,1,0,0,0,0,0,0,1
3570,3,0,0,0,0,0,0,3
3571,1,0,0,0,0,1,0,2
3572,1,0,0,0,0,0,0,1
3573,3,0,0,0,0,0,0,3
3575,3,0,1,0,0,0,0,4
3576,1,0,0,0,0,0,0,1
3577,2,0,0,0,0,0,0,2
3579,2,0,0,0,0,0,0,2
3580,1,0,0,0,0,0,0,1
3581,2,0,0,0,0,0,0,2
3582,4,0,0,0,0,0,0,4
3583,1,0,0,0,0,0,0,1
3585,1,0,1,0,0,1,0,3
3586,4,0,0,0,0,1,0,5
3587,3,0,0,0,0,0,0,3
3589,1,0,0,0,0,0,0,1
3592,1,0,0,0,0,0,0,1
3593,0,0,0,0,0,1,0,1
3594,3,0,0,0,0,0,0,3
3595,1,0,0,0,0,0,0,1
3597,1,0,0,0,0,0,0,1
3598,1,0,0,0,0,0,0,1
3599,1,0,0,0,0,0,0,1
3600,5,0,1,0,0,2,0,8
3601,1,0,0,0,0,0,0,1
3602,2,0,0,0,0,0,0,2
3603,0,0,0,0,0,1,0,1
3604,1,0,0,0,0,1,0,2
3605,1,0,0,0,0,0,0,1
3606,1,0,0,0,0,0,0,1
3607,1,0,0,0,0,0,0,1
3608,2,0,0,0,0,0,0,2
3609,1,0,0,0,0,0,0,1
3610,2,0,0,0,0,0,0,2
3611,4,1,0,0,0,0,0,5
3612,0,0,0,0,0,1,0,1
3613,3,0,0,0,0,0,0,3
3614,4,0,0,0,0,0,0,4
3615,2,0,0,0,0,0,0,2
3616,1,0,0,0,0,0,0,1
3618,3,0,0,0,0,0,0,3
3619,1,0,0,0,0,0,0,1
3620,1,0,0,0,0,0,0,1
3623,1,0,0,0,0,0,0,1
3624,2,0,0,0,0,0,0,2
3625,1,0,0,0,0,0,0,1
3628,2,0,0,0,0,0,0,2
3629,1,0,0,0,0,0,0,1
3631,4,0,0,0,0,0,0,4
3633,1,0,0,0,0,0,0,1
3634,1,0,0,0,0,1,0,2
3635,1,0,0,0,0,0,0,1
3636,2,0,0,0,0,0,0,2
3637,2,0,0,0,0,0,0,2
3638,1,1,0,0,0,0,0,2
3640,2,1,0,0,0,0,0,3
3641,0,1,0,0,0,0,0,1
3642,1,0,0,0,0,0,0,1
3647,2,0,0,0,0,0,0,2
3648,1,0,0,0,0,0,0,1
3649,1,0,0,0,0,0,0,1
3650,5,0,0,0,0,0,0,5
3651,3,1,0,0,0,0,0,4
3652,0,1,0,0,0,0,0,1
3653,2,0,0,0,0,1,0,3
3654,3,0,0,0,0,0,0,3
3655,3,0,0,0,0,0,0,3
3657,2,0,0,0,0,0,0,2
3658,1,0,0,0,0,0,0,1
3659,3,0,0,0,0,0,0,3
3660,1,0,0,0,0,0,0,1
3661,1,0,0,0,0,0,0,1
3662,1,0,0,0,0,0,0,1
3663,0,0,0,0,0,1,0,1
3664,0,0,1,0,0,0,0,1
3665,1,1,0,0,0,0,0,2
3666,1,0,0,0,0,0,0,1
3667,0,0,0,0,0,2,0,2
3668,2,0,0,0,0,0,0,2
3669,1,0,0,0,0,1,0,2
3671,1,0,0,0,0,0,0,1
3672,1,1,1,0,0,1,0,4
3674,4,0,0,0,0,0,0,4
3675,2,0,0,0,0,0,0,2
3676,1,0,0,0,0,0,0,1
3678,2,0,0,0,0,1,0,3
3680,2,0,0,0,0,0,0,2
3681,1,0,0,0,0,0,0,1
3683,0,0,0,0,0,1,0,1
3684,2,0,0,0,0,0,0,2
3685,1,1,0,0,0,0,0,2
3686,1,0,0,0,0,1,0,2
3689,3,0,0,0,0,0,0,3
3690,0,1,0,0,0,0,0,1
3691,1,0,0,0,0,1,0,2
3692,3,0,0,0,0,0,0,3
3693,0,1,0,0,0,0,0,1
3694,1,0,0,0,0,0,0,1
3695,1,0,0,0,0,1,0,2
3696,0,0,0,0,0,1,0,1
3697,1,0,0,0,0,0,0,1
3699,1,0,0,0,0,0,0,1
3700,2,0,0,0,0,0,0,2
3701,1,0,1,0,0,0,0,2
3702,2,0,0,0,0,0,0,2
3703,2,0,0,0,0,0,0,2
3704,2,0,0,0,0,0,0,2
3705,2,0,0,0,0,0,0,2
3706,1,0,0,0,0,0,0,1
3707,0,0,0,0,0,1,0,1
3709,1,1,0,0,0,0,0,2
3710,2,0,1,0,0,0,0,3
3711,1,0,1,0,0,1,0,3
3712,5,0,0,0,0,0,0,5
3713,1,0,0,0,0,0,0,1
3714,0,0,0,0,0,1,0,1
3715,2,0,0,0,0,0,0,2
3716,3,0,0,0,0,0,0,3
3718,1,0,0,0,0,0,0,1
3719,1,0,0,0,0,0,0,1
3721,1,0,0,0,0,0,0,1
3725,1,0,0,0,0,0,0,1
3726,3,0,0,0,0,1,0,4
3727,1,0,0,0,0,0,0,1
3728,2,0,0,0,0,0,0,2
3729,1,0,0,0,0,0,0,1
3730,3,0,0,0,0,0,0,3
3731,1,0,0,0,0,0,0,1
3733,1,0,0,0,0,0,0,1
3735,1,0,0,0,0,0,0,1
3737,0,0,1,0,0,0,0,1
3738,1,0,0,0,0,0,0,1
3739,1,0,0,0,0,0,0,1
3740,4,0,0,0,0,0,0,4
3741,1,0,0,0,0,0,0,1
3742,3,0,0,0,0,0,0,3
3743,1,0,0,0,0,1,0,2
3744,1,1,0,0,0,0,0,2
3745,1,0,0,0,0,0,0,1
3746,1,0,0,0,0,0,0,1
3748,3,0,0,0,0,0,0,3
3749,0,1,0,0,0,0,0,1
3751,1,0,0,0,0,0,0,1
3754,2,0,0,0,0,0,0,2
3755,0,0,1,0,0,0,0,1
3756,3,0,0,0,0,1,0,4
3757,2,1,0,0,0,1,0,4
3758,2,0,0,0,0,0,0,2
3759,1,0,0,0,0,0,0,1
3761,1,0,0,0,0,0,0,1
3763,1,0,0,0,0,0,0,1
3765,1,0,0,0,0,0,0,1
3768,1,0,0,0,0,0,0,1
3770,4,0,0,0,0,0,0,4
3771,3,0,0,0,0,0,0,3
3772,1,0,0,0,0,0,0,1
3773,1,0,0,0,0,0,0,1
3774,0,1,0,0,0,0,0,1
3775,1,0,0,0,0,1,0,2
3777,2,0,0,0,0,0,0,2
3778,1,0,1,0,0,0,0,2
3779,2,0,0,0,0,0,0,2
3780,0,0,0,0,0,1,0,1
3781,1,0,0,0,0,0,0,1
3782,1,0,0,0,0,0,0,1
3783,1,0,1,0,0,0,0,2
3786,1,0,0,0,0,0,0,1
3788,1,1,0,0,0,0,0,2
3789,1,0,0,0,0,0,0,1
3790,1,0,0,0,0,0,0,1
3791,1,0,0,0,0,0,0,1
3792,1,0,0,0,0,0,0,1
3793,1,0,0,1,0,0,0,2
3794,6,0,3,0,0,0,0,9
3795,2,0,0,0,0,0,0,2
3796,1,0,1,0,0,0,0,2
3797,1,0,1,0,0,0,0,2
3798,2,0,0,0,0,0,0,2
3799,1,0,0,0,0,0,0,1
3800,0,1,0,0,0,0,0,1
3801,0,0,0,0,0,1,0,1
3803,1,0,1,0,0,0,0,2
3804,1,0,0,0,0,0,0,1
3806,1,0,0,0,0,0,0,1
3807,0,0,1,0,0,0,0,1
3808,1,0,0,0,0,0,0,1
3809,1,0,0,0,0,0,0,1
3810,3,0,0,0,0,0,0,3
3811,2,0,0,0,0,1,0,3
3812,3,1,0,0,0,0,0,4
3813,1,0,0,0,0,1,0,2
3814,1,0,0,0,0,1,0,2
3818,2,0,0,0,0,0,0,2
3819,2,0,0,0,0,0,0,2
3821,1,0,0,0,0,0,0,1
3823,1,0,1,0,0,0,0,2
3824,1,0,0,0,0,0,0,1
3825,2,0,0,0,0,0,0,2
3826,1,0,0,0,0,0,0,1
3829,2,0,0,0,0,0,0,2
3830,0,1,0,0,0,0,0,1
3831,1,0,0,0,0,1,0,2
3832,1,0,0,0,0,0,0,1
3833,2,0,0,0,0,0,0,2
3834,0,1,0,0,0,0,0,1
3835,1,0,0,0,0,0,0,1
3836,1,0,0,0,0,1,0,2
3838,1,0,0,0,0,0,0,1
3839,1,0,0,0,0,0,0,1
3840,1,1,2,0,0,0,0,4
3841,1,0,0,0,0,0,0,1
3842,3,0,0,0,0,0,0,3
3843,1,0,0,0,0,1,0,2
3844,1,0,0,0,0,0,0,1
3845,1,0,0,0,0,0,0,1
3846,1,0,0,0,0,0,0,1
3847,1,0,0,0,0,0,0,1
3850,0,0,2,0,0,0,0,2
3851,3,0,0,0,0,0,0,3
3852,1,0,0,0,0,1,0,2
3853,2,0,0,0,0,0,0,2
3855,1,0,0,0,0,0,0,1
3856,2,1,0,0,0,0,0,3
3857,2,0,0,0,0,0,0,2
3859,2,0,0,0,0,0,0,2
3860,2,0,0,0,0,0,0,2
3861,1,0,0,0,0,0,0,1
3862,2,0,0,0,0,1,0,3
3863,1,0,1,0,0,0,0,2
3865,1,0,0,0,0,0,0,1
3866,1,0,1,0,0,0,0,2
3867,1,0,1,0,0,0,0,2
3868,1,0,0,0,0,0,0,1
3870,1,0,0,0,0,0,0,1
3871,1,0,0,0,0,0,0,1
3873,2,0,0,0,0,0,0,2
3875,4,0,0,0,0,0,0,4
3876,1,1,0,0,0,0,0,2
3877,1,0,0,0,0,0,0,1
3878,1,0,0,0,0,0,0,1
3879,1,1,0,0,0,0,0,2
3882,2,0,0,0,0,0,0,2
3884,4,0,0,0,0,0,0,4
3886,1,0,0,0,0,0,0,1
3887,2,0,0,0,0,0,0,2
3893,1,0,0,0,0,0,0,1
3894,1,0,0,0,0,0,0,1
3895,2,0,0,0,0,0,0,2
